Sigla,Code,Munic,1996,2000,2007,2010
RS,4309654,Hulha Negra,2235,2416,2625,2909
RS,4309704,Humaitá,2746,2666,2762,2911
RS,4309753,Ibarama,816,956,1041,1053
RS,4309803,Ibiaçá,2431,2676,2777,2849
RS,4309902,Ibiraiaras,2622,3119,3432,3817
RS,4309951,Ibirapuitã,1755,1931,2231,2391
RS,4310009,Ibirubá,12840,13521,14388,15342
RS,4310108,Igrejinha,23116,25530,29860,30190
RS,4310207,Ijuí,63849,67397,69107,71550
RS,4310306,Ilópolis,1520,1749,2122,2207
RS,4310330,Imbé,9358,11905,14898,17661
RS,4310363,Imigrante,1122,1235,1422,1499
RS,4310405,Independência,3765,3987,3894,4157
RS,4310413,Inhacorá,1190,1277,1289,1346
RS,4310439,Ipê,2215,2363,2731,2913
RS,4310462,Ipiranga do Sul,654,593,645,679
RS,4310504,Iraí,5545,5590,4460,4457
RS,4310538,Itaara,,3315,3505,3968
RS,4310553,Itacurubi,1093,1171,1168,1184
RS,4310579,Itapuca,386,445,506,558
RS,4310603,Itaqui,34847,34823,31794,33311
RS,4310652,Itati,,,239,212
RS,4310702,Itatiba do Sul,1607,1793,1633,1729
RS,4310751,Ivorá,686,698,763,705
RS,4310801,Ivoti,10903,13785,16572,18062
RS,4310850,Jaboticaba,1347,1408,1377,1487
RS,4310876,Jacuizinho,,,588,562
RS,4310900,Jacutinga,2080,2134,2284,2573
RS,4311007,Jaguarão,24973,27174,25580,26105
RS,4311106,Jaguari,6477,6623,6425,6531
RS,4311122,Jaquirana,2477,2819,2569,2430
RS,4311130,Jari,,499,563,613
RS,4311155,Jóia,1897,1975,1959,2089
RS,4311205,Júlio de Castilhos,16163,16400,16200,16106
RS,4311239,Lagoa Bonita do Sul,,,317,384
RS,4311254,Lagoão,1049,1188,1159,1655
RS,4311270,Lagoa dos Três Cantos,487,675,783,807
RS,4311304,Lagoa Vermelha,22434,23539,23645,24136
RS,4311403,Lajeado,55618,60189,67239,71180
RS,4311429,Lajeado do Bugre,343,435,610,706
RS,4311502,Lavras do Sul,4840,4828,4738,4758
RS,4311601,Liberato Salzano,1311,1066,1345,1297
RS,4311627,Lindolfo Collor,2020,3418,4425,4287
RS,4311643,Linha Nova,282,362,393,416
RS,4311700,Machadinho,2565,2780,3081,3385
RS,4311718,Maçambara,,1150,1264,1310
RS,4311734,Mampituba,,184,464,568
RS,4311759,Manoel Viana,4811,5270,5103,5362
RS,4311775,Maquiné,1071,1925,2206,2064
RS,4311791,Maratá,575,645,719,753
RS,4311809,Marau,19052,22853,28729,31558
RS,4311908,Marcelino Ramos,3002,3087,2783,2722
RS,4311981,Mariana Pimentel,463,619,671,638
RS,4312005,Mariano Moro,961,1070,1066,1153
RS,4312054,Marques de Souza,,1464,1492,1545
RS,4312104,Mata,2344,2526,2728,2618
RS,4312138,Mato Castelhano,313,390,471,521
RS,4312153,Mato Leitão,898,1271,1524,1621
RS,4312179,Mato Queimado,,,422,479
RS,4312203,Maximiliano de Almeida,2667,2648,2934,2974
RS,4312252,Minas do Leão,6831,7008,7412,7340
RS,4312302,Miraguaí,1883,1786,1803,2069
RS,4312351,Montauri,459,492,620,644
RS,4312377,Monte Alegre dos Campos,,116,152,645
RS,4312385,Monte Belo do Sul,615,621,689,770
RS,4312401,Montenegro,44353,48862,50470,53629
RS,4312427,Mormaço,333,375,471,600
RS,4312443,Morrinhos do Sul,668,700,1345,1300
RS,4312450,Morro Redondo,1977,2151,2623,2648
RS,4312476,Morro Reuter,3640,4156,4741,4841
RS,4312500,Mostardas,5217,7029,7875,8143
RS,4312609,Muçum,4040,3675,3789,4044
RS,4312617,Muitos Capões,,866,947,970
RS,4312625,Muliterno,317,412,459,508
RS,4312658,Não-Me-Toque,11071,11794,13096,13966
RS,4312674,Nicolau Vergueiro,392,491,607,636
RS,4312708,Nonoai,7876,8794,9043,9065
RS,4312757,Nova Alvorada,613,791,1147,1332
RS,4312807,Nova Araçá,1695,2010,2577,2880
RS,4312906,Nova Bassano,3394,3958,5210,5514
RS,4312955,Nova Boa Vista,367,533,504,578
RS,4313003,Nova Bréscia,1357,1486,1428,1511
RS,4313011,Nova Candelária,,267,440,709
RS,4313037,Nova Esperança do Sul,2264,2788,3634,3599
RS,4313060,Nova Hartz,9858,12879,14039,15269
RS,4313086,Nova Pádua,466,530,739,732
RS,4313102,Nova Palma,2335,2664,2898,3083
RS,4313201,Nova Petrópolis,9638,12208,12846,14134
RS,4313300,Nova Prata,11883,14419,18204,18659
RS,4313334,Nova Ramada,,,601,670
RS,4313359,Nova Roma do Sul,1087,1199,1777,1585
RS,4313375,Nova Santa Rita,2779,11550,16941,19475
RS,4313391,Novo Cabrais,,314,451,545
RS,4313409,Novo Hamburgo,211377,231989,,234798
RS,4313425,Novo Machado,1501,1496,1626,1553
RS,4313441,Novo Tiradentes,333,564,629,654
RS,4313466,Novo Xingu,,,448,554
RS,4313490,Novo Barreiro,586,820,1020,1306
RS,4313508,Osório,27270,30664,33819,37917
RS,4313607,Paim Filho,1916,2124,2178,2253
RS,4313656,Palmares do Sul,9567,9093,9918,9803
RS,4313706,Palmeira das Missões,30153,30825,28608,29831
RS,4313805,Palmitinho,2072,2577,2799,3393
RS,4313904,Panambi,26335,28291,32682,34562
RS,4313953,Pantano Grande,8582,9276,8231,8314
RS,4314001,Paraí,1561,2823,3547,3816
RS,4314027,Paraíso do Sul,1344,1624,1735,2852
RS,4314035,Pareci Novo,549,642,870,981
RS,4314050,Parobé,39085,43439,46179,48633
RS,4314068,Passa Sete,,442,501,555
RS,4314076,Passo do Sobrado,1007,974,1356,1429
RS,4314100,Passo Fundo,150205,163764,,180120
RS,4314134,Paulo Bento,,,477,594
RS,4314159,Paverama,3268,3634,3893,4098
RS,4314175,Pedras Altas,,,840,768
RS,4314209,Pedro Osório,10582,7291,7303,7301
RS,4314308,Pejuçara,2590,2668,2545,2672
RS,4314407,Pelotas,282713,301081,,306193
RS,4314423,Picada Café,3268,3968,4444,4559
RS,4314456,Pinhal,880,977,1076,1290
RS,4314464,Pinhal da Serra,,,448,478
RS,4314472,Pinhal Grande,1168,1506,1765,1895
RS,4314498,Pinheirinho do Vale,353,677,862,915
RS,4314506,Pinheiro Machado,9204,10201,9635,9784
RS,4314548,Pinto Bandeira,,,,
RS,4314555,Pirapó,653,712,725,777
RS,4314605,Piratini,8284,9853,11710,11570
RS,4314704,Planalto,5009,5757,5602,5932
RS,4314753,Poço das Antas,470,731,737,861
RS,4314779,Pontão,837,1080,1514,1559
RS,4314787,Ponte Preta,317,397,482,512
RS,4314803,Portão,18755,19818,23334,25276
RS,4314902,Porto Alegre,1255054,1320739,,1409351
RS,4315008,Porto Lucena,2578,2416,2256,2331
RS,4315057,Porto Mauá,807,924,911,954
RS,4315073,Porto Vera Cruz,530,502,479,440
RS,4315107,Porto Xavier,5275,5569,5396,5210
RS,4315131,Pouso Novo,464,647,582,632
RS,4315149,Presidente Lucena,607,974,1135,1511
RS,4315156,Progresso,1406,1576,1803,1873
RS,4315172,Protásio Alves,349,369,418,427
RS,4315206,Putinga,1361,1358,1467,1577
RS,4315305,Quaraí,20873,22060,20658,21310
RS,4315313,Quatro Irmãos,,,847,916
RS,4315321,Quevedos,545,640,736,852
RS,4315354,Quinze de Novembro,1446,1643,1866,1961
RS,4315404,Redentora,2625,2762,3011,3002
RS,4315453,Relvado,572,638,708,734
RS,4315503,Restinga Seca,7319,8187,8797,8982
RS,4315552,Rio dos Índios,381,597,691,755
RS,4315602,Rio Grande,171420,179208,,189429
RS,4315701,Rio Pardo,24930,26041,25934,25614
RS,4315750,Riozinho,2263,2528,2748,2748
RS,4315800,Roca Sales,4204,4571,5995,6600
RS,4315909,Rodeio Bonito,2481,3899,2823,4310
RS,4315958,Rolador,,,303,608
RS,4316006,Rolante,12542,13928,14738,15310
RS,4316105,Ronda Alta,4063,4388,5255,6867
RS,4316204,Rondinha,2010,2001,2227,2317
RS,4316303,Roque Gonzales,2313,2738,2732,3087
RS,4316402,Rosário do Sul,35287,36250,35787,34931
RS,4316428,Sagrada Família,558,650,695,785
RS,4316436,Saldanha Marinho,1833,1892,1898,1927
RS,4316451,Salto do Jacuí,8861,9905,10230,10208
RS,4316477,Salvador das Missões,414,850,1017,1094
RS,4316501,Salvador do Sul,2565,3192,3697,4009
RS,4316600,Sananduva,8417,8990,9722,10697
RS,4316709,Santa Bárbara do Sul,6545,7527,7125,6985
RS,4316733,Santa Cecília do Sul,,,448,480
RS,4316758,Santa Clara do Sul,1410,1724,2509,2855
RS,4316808,Santa Cruz do Sul,83389,93786,101844,105190
RS,4316907,Santa Maria,214065,230696,,248347
RS,4316956,Santa Maria do Herval,2123,4159,4420,4362
RS,4316972,Santa Margarida do Sul,,,556,552
RS,4317004,Santana da Boa Vista,3489,3818,3856,3723
RS,4317103,Santana do Livramento,79467,84455,75338,74410
RS,4317202,Santa Rosa,53270,55950,56156,60366
RS,4317251,Santa Tereza,557,551,659,627
RS,4317301,Santa Vitória do Palmar,28107,27952,27165,26890
RS,4317400,Santiago,43246,45084,44993,44735
RS,4317509,Santo Ângelo,65037,64900,62893,71804
RS,4317558,Santo Antônio do Palma,410,484,629,681
RS,4317608,Santo Antônio da Patrulha,22341,23483,26510,28114
RS,4317707,Santo Antônio das Missões,6161,7081,6875,6788
RS,4317756,Santo Antônio do Planalto,851,905,1155,1233
RS,4317806,Santo Augusto,11501,11044,10709,11380
RS,4317905,Santo Cristo,6025,7284,7100,7781
RS,4317954,Santo Expedito do Sul,713,703,807,872
RS,4318002,São Borja,54624,57273,54738,55138
RS,4318051,São Domingos do Sul,1264,1481,1608,1748
RS,4318101,São Francisco de Assis,13102,13728,13453,13495
RS,4318200,São Francisco de Paula,11283,12269,13221,13004
RS,4318309,São Gabriel,50905,53197,51297,53775
RS,4318408,São Jerônimo,14230,15611,15705,17055
RS,4318424,São João da Urtiga,1493,1743,2133,2291
RS,4318432,São João do Polêsine,983,1061,1132,1354
RS,4318440,São Jorge,1127,1188,1350,1451
RS,4318457,São José das Missões,587,683,801,828
RS,4318465,São José do Herval,606,730,814,867
RS,4318481,São José do Hortêncio,1373,2093,2395,2645
RS,4318499,São José do Inhacorá,596,728,705,832
RS,4318507,São José do Norte,15399,17294,18696,17383
RS,4318606,São José do Ouro,3635,4313,4377,4423
RS,4318614,São José do Sul,,,538,720
RS,4318622,São José dos Ausentes,832,1516,1749,2062
RS,4318705,São Leopoldo,178549,192895,,213238
RS,4318804,São Lourenço do Sul,21602,23463,23165,24237
RS,4318903,São Luiz Gonzaga,33079,32752,30295,30508
RS,4319000,São Marcos,13497,15694,16741,17598
RS,4319109,São Martinho,2965,3010,3056,3441
RS,4319125,São Martinho da Serra,587,780,900,942
RS,4319158,São Miguel das Missões,2586,3088,3537,3727
RS,4319208,São Nicolau,3823,4010,3808,3692
RS,4319307,São Paulo das Missões,2015,1996,2114,2199
RS,4319356,São Pedro da Serra,1147,1201,1437,1429
RS,4319364,São Pedro das Missões,,,426,532
RS,4319372,São Pedro do Butiá,754,985,1040,1209
RS,4319406,São Pedro do Sul,10112,11831,11865,11929
RS,4319505,São Sebastião do Caí,13626,15957,16295,17608
RS,4319604,São Sepé,18528,18926,18544,18821
RS,4319703,São Valentim,1794,1573,1677,1744
RS,4319711,São Valentim do Sul,351,581,644,746
RS,4319737,São Valério do Sul,362,461,516,510
RS,4319752,São Vendelino,963,1067,1164,1353
RS,4319802,São Vicente do Sul,4822,5292,5545,5881
RS,4319901,Sapiranga,57445,65785,68962,72286
RS,4320008,Sapucaia do Sul,113333,121813,121799,130469
RS,4320107,Sarandi,13368,14262,16848,17940
RS,4320206,Seberi,4720,5432,5657,5923
RS,4320230,Sede Nova,1540,1440,1469,1581
RS,4320263,Segredo,1518,1684,1842,1807
RS,4320305,Selbach,2385,2788,3005,3450
RS,4320321,Senador Salgado Filho,,632,801,880
RS,4320354,Sentinela do Sul,571,1183,1290,1282
RS,4320404,Serafina Corrêa,7170,8416,11139,12054
RS,4320453,Sério,566,568,525,530
RS,4320503,Sertão,3154,3697,3453,3387
RS,4320552,Sertão Santana,747,912,1179,1278
RS,4320578,Sete de Setembro,,386,493,494
RS,4320602,Severiano de Almeida,1087,1165,1251,1399
RS,4320651,Silveira Martins,911,1044,1089,1091
RS,4320677,Sinimbu,1357,1194,1449,1437
RS,4320701,Sobradinho,10295,11670,11272,11347
RS,4320800,Soledade,21858,23356,23663,24032
RS,4320859,Tabaí,,1046,1198,1246
RS,4320909,Tapejara,9842,11641,15162,17080
RS,4321006,Tapera,8626,8616,8645,8820
RS,4321105,Tapes,10791,13876,14731,14478
RS,4321204,Taquara,39019,43125,44394,45266
RS,4321303,Taquari,16075,20792,21393,21875
RS,4321329,Taquaruçu do Sul,878,928,1025,1164
RS,4321352,Tavares,2157,2604,2890,3299
RS,4321402,Tenente Portela,8418,8520,8563,8847
RS,4321436,Terra de Areia,4155,5072,5288,5195
RS,4321451,Teutônia,14041,17358,21292,23322
RS,4321469,Tio Hugo,,,1008,1164
RS,4321477,Tiradentes do Sul,1525,1521,1973,2098
RS,4321493,Toropi,,395,568,611
RS,4321501,Torres,22971,27556,29042,33340
RS,4321600,Tramandaí,25366,29688,38872,40577
RS,4321626,Travesseiro,800,827,896,887
RS,4321634,Três Arroios,653,794,948,1027
RS,4321667,Três Cachoeiras,4018,4731,7003,7501
RS,4321709,Três Coroas,14201,17067,20338,20546
RS,4321808,Três de Maio,17006,17725,18137,18962
RS,4321832,Três Forquilhas,256,267,269,385
RS,4321857,Três Palmeiras,1156,1720,1875,2090
RS,4321907,Três Passos,18629,18144,18088,19054
RS,4321956,Trindade do Sul,1916,2141,2573,2899
RS,4322004,Triunfo,11374,12887,14644,16857
RS,4322103,Tucunduva,3278,3847,3818,4035
RS,4322152,Tunas,950,1310,1319,1375
RS,4322186,Tupanci do Sul,345,459,495,473
RS,4322202,Tupanciretã,16324,16958,17787,18020
RS,4322251,Tupandi,870,2006,2452,2721
RS,4322301,Tuparendi,4947,5107,5136,5294
RS,4322327,Turuçu,,1638,1735,1487
RS,4322343,Ubiretama,,474,477,500
RS,4322350,União da Serra,268,286,283,280
RS,4322376,Unistalda,,829,829,913
RS,4322400,Uruguaiana,113258,118538,116261,117415
RS,4322509,Vacaria,48204,52425,55851,57339
RS,4322525,Vale Verde,,679,845,882
RS,4322533,Vale do Sol,621,720,1140,1249
RS,4322541,Vale Real,2184,3696,4130,4566
RS,4322558,Vanini,733,844,904,1001
RS,4322608,Venâncio Aires,32036,36193,40441,41400
RS,4322707,Vera Cruz,8053,9901,12167,13320
RS,4322806,Veranópolis,13193,16020,20712,19843
RS,4322855,Vespasiano Correa,,336,369,406
RS,4322905,Viadutos,2280,2434,2570,2643
RS,4323002,Viamão,159498,211612,,224943
RS,4323101,Vicente Dutra,2157,2307,2257,2351
RS,4323200,Victor Graeff,1206,1366,1257,1284
RS,4323309,Vila Flores,818,1045,1280,1348
RS,4323358,Vila Lângaro,,230,296,366
RS,4323408,Vila Maria,1377,1638,1989,2249
RS,4323457,Vila Nova do Sul,1838,1866,2079,2194
RS,4323507,Vista Alegre,910,1023,1082,1185
RS,4323606,Vista Alegre do Prata,348,362,393,463
RS,4323705,Vista Gaúcha,489,520,772,965
RS,4323754,Vitória das Missões,559,592,613,669
RS,4323770,Westfalia,,,972,1130
RS,4323804,Xangri-lá,6585,7624,10535,12379
RS,4399919,Santa Cristina do Pinhal,,,,
RS,4399929,Santa Izabel,,,,
SC,4200051,Abdon Batista,615,713,756,724
SC,4200101,Abelardo Luz,6327,7228,7747,9570
SC,4200200,Agrolândia,4326,4634,5662,5959
SC,4200309,Agronômica,695,872,1567,1858
SC,4200408,Água Doce,3083,3148,3329,3433
SC,4200507,Águas de Chapecó,2386,2202,2971,3236
SC,4200556,Águas Frias,483,517,937,981
SC,4200606,Águas Mornas,1632,1715,1924,2327
SC,4200705,Alfredo Wagner,2185,2473,2938,2868
SC,4200754,Alto Bela Vista,,522,549,605
SC,4200804,Anchieta,2401,2443,2629,2586
SC,4200903,Angelina,771,1015,1043,1123
SC,4201000,Anita Garibaldi,3926,4188,4708,4551
SC,4201109,Anitápolis,1037,1114,1180,1315
SC,4201208,Antônio Carlos,1210,1760,2072,2341
SC,4201257,Apiúna,3299,3606,4033,4288
SC,4201273,Arabutã,636,971,1090,1307
SC,4201307,Araquari,12590,22000,19847,23353
SC,4201406,Araranguá,46302,45052,47441,50526
SC,4201505,Armazém,2436,2625,2980,4884
SC,4201604,Arroio Trinta,1883,2097,2416,2397
SC,4201653,Arvoredo,390,411,451,501
SC,4201703,Ascurra,5221,6119,5934,6457
SC,4201802,Atalanta,1227,1133,1222,1368
SC,4201901,Aurora,732,1482,1724,1931
SC,4201950,Balneário Arroio do Silva,,5876,7881,9391
SC,4202008,Balneário Camboriú,57088,73455,94344,108089
SC,4202057,Balneário Barra do Sul,3864,6032,7272,8035
SC,4202073,Balneário Gaivota,,2977,5538,6363
SC,4202081,Bandeirante,,741,851,931
SC,4202099,Barra Bonita,,256,323,279
SC,4202107,Barra Velha,12158,14566,17511,21320
SC,4202131,Bela Vista do Toldo,,570,645,847
SC,4202156,Belmonte,758,952,1253,1273
SC,4202206,Benedito Novo,4207,4901,5330,5804
SC,4202305,Biguaçu,35110,42907,48039,52758
SC,4202404,Blumenau,198862,241943,,294773
SC,4202438,Bocaina do Sul,,415,864,967
SC,4202453,Bombinhas,5877,8716,12456,14293
SC,4202503,Bom Jardim da Serra,2237,2123,2271,2397
SC,4202537,Bom Jesus,,989,1276,1495
SC,4202578,Bom Jesus do Oeste,,376,600,647
SC,4202602,Bom Retiro,4918,5336,5771,6417
SC,4202701,Botuverá,616,803,1021,1310
SC,4202800,Braço do Norte,14503,17879,22577,23383
SC,4202859,Braço do Trombudo,1081,1622,1856,1898
SC,4202875,Brunópolis,,707,690,705
SC,4202909,Brusque,60703,73256,92203,102025
SC,4203006,Caçador,48023,55542,61533,64457
SC,4203105,Caibi,3062,3060,3340,3578
SC,4203154,Calmon,869,1392,2055,2115
SC,4203204,Camboriú,32400,39427,51101,59231
SC,4203253,Capão Alto,,604,1000,962
SC,4203303,Campo Alegre,6312,6871,6657,7237
SC,4203402,Campo Belo do Sul,4097,4440,4795,4406
SC,4203501,Campo Erê,5841,5756,6012,6252
SC,4203600,Campos Novos,22153,22556,22756,27064
SC,4203709,Canelinha,4003,4292,5672,6726
SC,4203808,Canoinhas,36178,37904,39577,39273
SC,4203907,Capinzal,10412,15460,15406,17754
SC,4203956,Capivari de Baixo,16386,17436,18819,19816
SC,4204004,Catanduvas,4623,5304,7423,8094
SC,4204103,Caxambu do Sul,2178,2054,2122,2155
SC,4204152,Celso Ramos,867,638,797,872
SC,4204178,Cerro Negro,601,694,817,764
SC,4204194,Chapadão do Lageado,,289,387,513
SC,4204202,Chapecó,113988,134592,151976,168113
SC,4204251,Cocal do Sul,9816,11407,12187,12696
SC,4204301,Concórdia,36724,45254,50693,54865
SC,4204350,Cordilheira Alta,473,303,1039,1448
SC,4204400,Coronel Freitas,4177,4494,5146,6067
SC,4204459,Coronel Martins,566,458,656,685
SC,4204509,Corupá,8057,8727,9637,10669
SC,4204558,Correia Pinto,10547,12046,12140,12022
SC,4204608,Criciúma,143229,153049,,189630
SC,4204707,Cunha Porã,5029,5287,6221,6519
SC,4204756,Cunhataí,,335,536,569
SC,4204806,Curitibanos,31502,32438,34310,34769
SC,4204905,Descanso,3613,3885,4080,4297
SC,4205001,Dionísio Cerqueira,6453,8610,9578,10191
SC,4205100,Dona Emma,1170,1368,1563,1868
SC,4205159,Doutor Pedrinho,1445,1669,1845,2019
SC,4205175,Entre Rios,,751,783,928
SC,4205191,Ermo,,593,546,619
SC,4205209,Erval Velho,1940,2160,2393,2842
SC,4205308,Faxinal dos Guedes,6201,7044,7255,7718
SC,4205357,Flor do Sertão,,195,303,328
SC,4205407,Florianópolis,250657,332185,,405286
SC,4205431,Formosa do Sul,605,891,1058,1084
SC,4205456,Forquilhinha,5421,14556,16799,18426
SC,4205506,Fraiburgo,24502,27623,30078,30291
SC,4205555,Frei Rogério,,487,450,706
SC,4205605,Galvão,2903,2494,2354,2347
SC,4205704,Garopaba,5650,10722,13771,15320
SC,4205803,Garuva,7125,8256,10118,11451
SC,4205902,Gaspar,26057,29601,42359,47126
SC,4206009,Governador Celso Ramos,7869,10842,11587,12252
SC,4206108,Grão Pará,2404,2674,2863,3019
SC,4206207,Gravatal,2811,3864,4408,4443
SC,4206306,Guabiruba,6736,12048,15022,17066
SC,4206405,Guaraciaba,3762,4365,4731,4924
SC,4206504,Guaramirim,16970,19012,24195,28046
SC,4206603,Guarujá do Sul,2227,2271,2516,2655
SC,4206652,Guatambú,327,983,1485,1749
SC,4206702,Herval d'Oeste,16018,17140,16710,18851
SC,4206751,Ibiam,,501,622,695
SC,4206801,Ibicaré,1246,1240,1564,1557
SC,4206900,Ibirama,9593,13115,14062,14813
SC,4207007,Içara,30569,39570,49304,53913
SC,4207106,Ilhota,5839,6445,6949,7898
SC,4207205,Imaruí,3923,3909,3524,4005
SC,4207304,Imbituba,27341,34527,36231,40170
SC,4207403,Imbuia,1675,1955,2288,2515
SC,4207502,Indaial,33283,38382,45807,52927
SC,4207577,Iomerê,,683,817,907
SC,4207601,Ipira,1289,2214,2264,2521
SC,4207650,Iporã do Oeste,2842,2851,3606,4122
SC,4207684,Ipuaçu,715,967,1205,1377
SC,4207700,Ipumirim,1891,2484,2975,3148
SC,4207759,Iraceminha,1204,1222,1325,1468
SC,4207809,Irani,3858,5058,5817,6520
SC,4207858,Irati,468,412,402,449
SC,4207908,Irineópolis,2839,2964,3268,3519
SC,4208005,Itá,2212,3422,3818,4057
SC,4208104,Itaiópolis,8373,8757,9788,10737
SC,4208203,Itajaí,129241,141950,156931,173452
SC,4208302,Itapema,17219,24781,32408,44659
SC,4208401,Itapiranga,5504,5382,7061,7616
SC,4208450,Itapoá,5237,8191,10143,14172
SC,4208500,Ituporanga,10392,11664,13082,14832
SC,4208609,Jaborá,1290,1362,1526,1605
SC,4208708,Jacinto Machado,3957,4538,5090,5133
SC,4208807,Jaguaruna,8990,10238,11508,13198
SC,4208906,Jaraguá do Sul,72104,96320,121114,132800
SC,4208955,Jardinópolis,727,815,903,799
SC,4209003,Joaçaba,24291,21688,22468,24924
SC,4209102,Joinville,372691,414972,,497850
SC,4209151,José Boiteux,1086,1466,1459,1611
SC,4209177,Jupiá,,671,866,1044
SC,4209201,Lacerdópolis,977,983,1098,1160
SC,4209300,Lages,138669,153582,158633,153937
SC,4209409,Laguna,34346,37284,39834,40655
SC,4209458,Lajeado Grande,283,476,593,648
SC,4209508,Laurentino,2529,3238,3949,4374
SC,4209607,Lauro Muller,9586,9923,10225,11106
SC,4209706,Lebon Régis,4278,6980,7574,7522
SC,4209805,Leoberto Leal,491,457,509,820
SC,4209854,Lindóia do Sul,1293,1321,1728,1930
SC,4209904,Lontras,4867,5309,6210,7014
SC,4210001,Luiz Alves,1986,2124,2639,3256
SC,4210035,Luzerna,,3964,4048,4259
SC,4210050,Macieira,357,304,450,501
SC,4210100,Mafra,35237,37713,39005,41318
SC,4210209,Major Gercino,1020,977,795,1249
SC,4210308,Major Vieira,2023,2199,2703,2961
SC,4210407,Maracajá,3025,3521,3888,4256
SC,4210506,Maravilha,14191,14226,17517,18087
SC,4210555,Marema,1441,941,612,760
SC,4210605,Massaranduba,4032,4629,6449,7606
SC,4210704,Matos Costa,1119,1250,1400,1465
SC,4210803,Meleiro,2707,3207,3440,3649
SC,4210852,Mirim Doce,1137,1158,1112,1202
SC,4210902,Modelo,2210,2201,2359,2692
SC,4211009,Mondaí,4117,4049,5176,6305
SC,4211058,Monte Carlo,6321,7305,7767,8076
SC,4211108,Monte Castelo,4118,4573,4577,4849
SC,4211207,Morro da Fumaça,9079,11154,12462,13863
SC,4211256,Morro Grande,646,737,731,756
SC,4211306,Navegantes,28330,36650,49874,57402
SC,4211405,Nova Erechim,1565,1720,2758,3211
SC,4211454,Nova Itaberaba,459,425,861,1530
SC,4211504,Nova Trento,5820,6673,8444,9129
SC,4211603,Nova Veneza,5110,7199,8414,8927
SC,4211652,Novo Horizonte,351,723,897,921
SC,4211702,Orleans,9983,12813,14503,16084
SC,4211751,Otacílio Costa,11232,12811,14267,14891
SC,4211801,Ouro,3279,4165,4247,4844
SC,4211850,Ouro Verde,622,625,667,715
SC,4211876,Paial,,259,291,336
SC,4211892,Painel,,824,923,945
SC,4211900,Palhoça,78610,97914,116987,135311
SC,4212007,Palma Sola,3193,3192,4244,4468
SC,4212056,Palmeira,,771,867,925
SC,4212106,Palmitos,7512,8006,9409,9871
SC,4212205,Papanduva,7282,7953,8875,9184
SC,4212239,Paraíso,1149,1302,1327,1451
SC,4212254,Passo de Torres,2833,3522,4510,5873
SC,4212270,Passos Maia,613,748,830,1099
SC,4212304,Paulo Lopes,3176,3554,4629,4820
SC,4212403,Pedras Grandes,793,865,1340,1261
SC,4212502,Penha,12960,15993,19029,23064
SC,4212601,Peritiba,1131,1317,1326,1481
SC,4212650,Pescaria Brava,,,,
SC,4212700,Petrolândia,1385,1811,1906,2225
SC,4212809,Piçarras,7126,8615,12497,15500
SC,4212908,Pinhalzinho,7700,9313,11932,13615
SC,4213005,Pinheiro Preto,826,1141,1569,1700
SC,4213104,Piratuba,1372,2710,2643,2855
SC,4213153,Planalto Alegre,555,739,1017,1067
SC,4213203,Pomerode,15961,18713,22001,23823
SC,4213302,Ponte Alta,3563,3783,3880,3578
SC,4213351,Ponte Alta do Norte,2287,2338,2818,3007
SC,4213401,Ponte Serrada,5653,7230,7745,7624
SC,4213500,Porto Belo,6940,9973,12409,15167
SC,4213609,Porto União,24101,26579,27440,28266
SC,4213708,Pouso Redondo,5081,6368,7916,9024
SC,4213807,Praia Grande,3694,3937,4144,4297
SC,4213906,Presidente Castelo Branco,519,457,522,553
SC,4214003,Presidente Getúlio,7119,7867,9154,10535
SC,4214102,Presidente Nereu,780,776,733,808
SC,4214151,Princesa,,568,744,1004
SC,4214201,Quilombo,4126,4697,5584,5746
SC,4214300,Rancho Queimado,1068,1103,1232,1290
SC,4214409,Rio das Antas,2011,2226,2362,2740
SC,4214508,Rio do Campo,1997,2288,2418,2632
SC,4214607,Rio do Oeste,2192,2626,3049,3390
SC,4214706,Rio dos Cedros,3615,3758,4536,5110
SC,4214805,Rio do Sul,44604,48418,53248,56785
SC,4214904,Rio Fortuna,1124,1213,1507,1523
SC,4215000,Rio Negrinho,28699,32650,37947,36348
SC,4215059,Rio Rufino,427,553,673,688
SC,4215075,Riqueza,1107,1277,1941,2154
SC,4215109,Rodeio,7188,8866,9278,9424
SC,4215208,Romelândia,1624,2120,1928,2008
SC,4215307,Salete,3153,4583,4969,4987
SC,4215356,Saltinho,,899,1058,1255
SC,4215406,Salto Veloso,2562,2834,3203,3402
SC,4215455,Sangão,2959,3624,4884,4856
SC,4215505,Santa Cecília,9177,11617,13085,13663
SC,4215554,Santa Helena,540,740,838,882
SC,4215604,Santa Rosa de Lima,392,423,482,518
SC,4215653,Santa Rosa do Sul,1917,3042,3599,3746
SC,4215679,Santa Terezinha,638,1142,1499,1513
SC,4215687,Santa Terezinha do Progresso,,426,494,539
SC,4215695,Santiago do Sul,,521,583,650
SC,4215703,Santo Amaro da Imperatriz,8779,12536,13974,14970
SC,4215752,São Bernardino,,529,589,719
SC,4215802,São Bento do Sul,49572,61826,69902,71234
SC,4215901,São Bonifácio,631,682,673,685
SC,4216008,São Carlos,5672,5347,6817,6902
SC,4216057,São Cristovão do Sul,2576,2719,3776,3800
SC,4216107,São Domingos,5144,5430,5859,6313
SC,4216206,São Francisco do Sul,24768,29930,35076,39490
