Sigla,Codigo,Munic’pio,1991,2000
CE,2303659,Catunda,2568,4068
CE,2303709,Caucaia,147601,226088
CE,2303808,Cedro,11057,13501
CE,2303907,Chaval,6888,8497
CE,2303931,Chor—,1370,2849
CE,2303956,Chorozinho,4299,9469
CE,2304004,Coreaœ,8439,11263
CE,2304103,Crateœs,39945,47549
CE,2304202,Crato,70280,83917
CE,2304236,Croat‡,4930,7298
CE,2304251,Cruz,6083,8218
CE,2304269,Deputado Irapuan Pinheiro,1173,2721
CE,2304277,Ererê,1641,2262
CE,2304285,Eus_bio,20410,31500
CE,2304301,Farias Brito,6871,8726
CE,2304350,Forquilha,8229,11619
CE,2304400,Fortaleza,1768637,2141402
CE,2304459,Fortim,2525,8610
CE,2304509,Frecheirinha,4473,6459
CE,2304608,General Sampaio,1772,2316
CE,2304657,Graça,2012,4838
CE,2304707,Granja,15897,22564
CE,2304806,Granjeiro,871,1234
CE,2304905,Groa’ras,4620,5588
CE,2304954,Guaiœba,10048,15611
CE,2305001,Guaraciaba do Norte,9285,14826
CE,2305100,Guaramiranga,1572,2330
CE,2305209,Hidrol‰ndia,6763,9122
CE,2305233,Horizonte,10786,28122
CE,2305266,Ibaretama,2004,3366
CE,2305308,Ibiapina,6009,8231
CE,2305332,Ibicuitinga,2424,4387
CE,2305357,Icapu’,5100,4662
CE,2305407,Ic—,22513,26047
CE,2305506,Iguatu,53123,62366
CE,2305605,Independência,8086,10265
CE,2305654,Ipaporanga,1821,3203
CE,2305704,Ipaumirim,5240,6199
CE,2305803,Ipu,17736,22404
CE,2305902,Ipueiras,12931,15775
CE,2306009,Iracema,6862,8279
CE,2306108,Irauçuba,7704,10873
CE,2306207,Itaiçaba,3210,3672
CE,2306256,Itaitinga,19772,26546
CE,2306306,Itapag_,18970,27459
CE,2306405,Itapipoca,34670,48481
CE,2306504,Itapiœna,4966,7684
CE,2306553,Itarema,7719,9901
CE,2306603,Itatira,3996,6030
CE,2306702,Jaguaretama,5436,7295
CE,2306801,Jaguaribara,2878,3539
CE,2306900,Jaguaribe,17158,21051
CE,2307007,Jaguaruana,11734,16580
CE,2307106,Jardim,5226,7358
CE,2307205,Jati,2455,3016
CE,2307254,Jijoca de Jericoacoara,1062,3434
CE,2307304,Juazeiro do Norte,164922,202227
CE,2307403,Juc‡s,7585,11856
CE,2307502,Lavras da Mangabeira,14758,16730
CE,2307601,Limoeiro do Norte,23342,28213
CE,2307635,Madalena,3645,5459
CE,2307650,Maracanaœ,156410,179170
CE,2307700,Maranguape,51954,65268
CE,2307809,Marco,8545,11687
CE,2307908,Martin—pole,4319,6487
CE,2308005,Massapê,12758,19173
CE,2308104,Mauriti,14270,18079
CE,2308203,Meruoca,3890,5627
CE,2308302,Milagres,9389,11291
CE,2308351,Milh‹,3775,5054
CE,2308377,Mira’ma,3810,4772
CE,2308401,Miss‹o Velha,10944,12785
CE,2308500,Mombaça,13638,16052
CE,2308609,Monsenhor Tabosa,5652,7823
CE,2308708,Morada Nova,26499,33869
CE,2308807,Moraœjo,2333,3352
CE,2308906,Morrinhos,5623,7746
CE,2309003,Mucambo,5136,7574
CE,2309102,Mulungu,3023,3715
CE,2309201,Nova Olinda,4802,6393
CE,2309300,Nova Russas,17481,20844
CE,2309409,Novo Oriente,9251,12709
CE,2309458,Ocara,5182,6372
CE,2309508,Or—s,14222,15800
CE,2309607,Pacajus,22650,34301
CE,2309706,Pacatuba,33854,47028
CE,2309805,Pacoti,3179,3809
CE,2309904,Pacuj‡,2292,3276
CE,2310001,Palhano,3525,4259
CE,2310100,Palm‡cia,3725,4417
CE,2310209,Paracuru,11147,16673
CE,2310258,Paraipaba,7841,12680
CE,2310298,Cococi,,
CE,2310308,Parambu,8248,12550
CE,2310407,Paramoti,2803,4175
CE,2310506,Pedra Branca,12320,17347
CE,2310605,Penaforte,2697,4478
CE,2310704,Pentecoste,16591,19212
CE,2310803,Pereiro,4067,5109
CE,2310852,Pindoretama,4185,6818
CE,2310902,Piquet Carneiro,4329,5582
CE,2310951,Pires Ferreira,1562,2813
CE,2311009,Poranga,4486,7135
CE,2311108,Porteiras,3374,4480
CE,2311207,Potengi,3321,3985
CE,2311231,Potiretama,1443,2197
CE,2311264,Quiterian—polis,2595,5068
CE,2311306,Quixad‡,38034,46888
CE,2311355,Quixel™,2575,4165
CE,2311405,Quixeramobim,25759,30600
CE,2311504,Quixer_,6692,9857
CE,2311603,Redenç‹o,10718,12787
CE,2311702,Reriutaba,8120,9734
CE,2311801,Russas,27055,35323
CE,2311900,Saboeiro,5486,7798
CE,2311959,Salitre,3321,4489
CE,2312007,Santana do Acaraœ,8729,12454
CE,2312106,Santana do Cariri,5699,8178
CE,2312205,Santa Quit_ria,13288,19355
CE,2312304,S‹o Benedito,15258,20970
CE,2312403,S‹o Gonçalo do Amarante,17999,22077
CE,2312502,S‹o Jo‹o do Jaguaribe,2519,2744
CE,2312601,S‹o Lu’s do Curu,6934,7384
CE,2312700,Senador Pompeu,14580,15682
CE,2312809,Senador S‡,3105,3802
CE,2312908,Sobral,103868,134508
CE,2313005,Solon—pole,5623,7716
CE,2313104,Tabuleiro do Norte,12687,15852
CE,2313203,Tamboril,8533,12401
CE,2313252,Tarrafas,1155,1947
CE,2313302,Tau‡,22619,26721
CE,2313351,Tejuçuoca,2213,4157
CE,2313401,Tiangu‡,25413,37299
CE,2313500,Trairi,7661,14413
CE,2313559,Tururu,3650,5278
CE,2313609,Ubajara,9113,12490
CE,2313708,Umari,2675,3540
CE,2313757,Umirim,7745,10060
CE,2313807,Uruburetama,8293,11170
CE,2313906,Uruoca,4420,6121
CE,2313955,Varjota,9973,13479
CE,2314003,V‡rzea Alegre,14423,19268
CE,2314102,Viçosa do Cear‡,10505,14478
CE,2399919,Entre Rios,,
CE,2399929,Mecejana,,
CE,2399939,Vertentes,,
DF,5300108,Bras’lia,1515889,1961499
ES,3200102,Afonso Cl‡udio,11979,14463
ES,3200136,çguia Branca,1380,2341
ES,3200169,çgua Doce do Norte,4723,6113
ES,3200201,Alegre,16330,19741
ES,3200300,Alfredo Chaves,4362,5614
ES,3200359,Alto Rio Novo,2474,3568
ES,3200409,Anchieta,8793,13211
ES,3200508,Apiac‡,3490,4886
ES,3200607,Aracruz,43030,54458
ES,3200706,Atilio Vivacqua,2390,4055
ES,3200805,Baixo Guandu,17342,19676
ES,3200904,Barra de S‹o Francisco,16333,20656
ES,3201001,Boa Esperança,7644,9169
ES,3201100,Bom Jesus do Norte,7137,8332
ES,3201159,Brejetuba,395,1753
ES,3201209,Cachoeiro de Itapemirim,117119,155401
ES,3201308,Cariacica,261084,312980
ES,3201407,Castelo,13465,17549
ES,3201506,Colatina,75824,91298
ES,3201605,Conceiç‹o da Barra,15514,19319
ES,3201704,Conceiç‹o do Castelo,3137,4368
ES,3201803,Divino de S‹o Lourenço,925,1612
ES,3201902,Domingos Martins,4550,5820
ES,3202009,Dores do Rio Preto,1924,3185
ES,3202108,Ecoporanga,10358,12894
ES,3202207,Fund‹o,7890,10801
ES,3202256,Governador Lindenberg,,
ES,3202306,Guaçu’,15863,19192
ES,3202405,Guarapari,55839,82589
ES,3202454,Ibatiba,7695,10596
ES,3202504,Ibiraçu,6599,7404
ES,3202553,Ibitirama,1619,2610
ES,3202603,Iconha,3483,4793
ES,3202652,Irupi,1809,3537
ES,3202702,Itaguaçu,5983,7037
ES,3202801,Itapemirim,11903,16133
ES,3202900,Itarana,3168,3476
ES,3203007,Iœna,10382,13875
ES,3203056,Jaguar_,6777,10699
ES,3203106,Jer™nimo Monteiro,5291,6730
ES,3203130,Jo‹o Neiva,8994,10485
ES,3203163,Laranja da Terra,2044,2853
ES,3203205,Linhares,78345,92917
ES,3203304,Manten—polis,5941,7369
ES,3203320,Marata’zes,15161,23757
ES,3203346,Marechal Floriano,3100,5270
ES,3203353,Maril‰ndia,2562,3981
ES,3203403,Mimoso do Sul,10475,13283
ES,3203502,Montanha,12652,12932
ES,3203601,Mucurici,2871,3170
ES,3203700,Muniz Freire,6184,7211
ES,3203809,Muqui,7410,8642
ES,3203908,Nova Ven_cia,21488,27390
ES,3204005,Pancas,7740,8842
ES,3204054,Pedro Can‡rio,19218,20192
ES,3204104,Pinheiros,14039,13970
ES,3204203,Piœma,8562,14101
ES,3204252,Ponto Belo,814,4867
ES,3204302,Presidente Kennedy,1914,2530
ES,3204351,Rio Bananal,2963,4347
ES,3204401,Rio Novo do Sul,4932,5780
ES,3204500,Santa Leopoldina,1676,2466
ES,3204559,Santa Maria de Jetib‡,3941,5102
ES,3204609,Santa Teresa,7690,9714
ES,3204658,S‹o Domingos do Norte,1698,2734
ES,3204708,S‹o Gabriel da Palha,14040,18365
ES,3204807,S‹o Jos_ do Calçado,5644,6959
ES,3204906,S‹o Mateus,51190,69004
ES,3204955,S‹o Roque do Cana‹,1698,4446
ES,3205002,Serra,220615,319621
ES,3205010,Sooretama,7434,11419
ES,3205036,Vargem Alta,3619,4922
ES,3205069,Venda Nova do Imigrante,5034,9912
ES,3205101,Viana,39888,49597
ES,3205150,Vila Pav‹o,1399,1943
ES,3205176,Vila Val_rio,3241,4093
ES,3205200,Vila Velha,263593,344625
ES,3205309,Vit—ria,258777,292304
ES,3299919,Riacho,,
ES,3299929,Ponte do Itabapoana,,
GO,5200050,Abadia de Goi‡s,1297,3096
GO,5200100,Abadi‰nia,5141,7206
GO,5200134,Acreœna,11549,15883
GO,5200159,Adel‰ndia,1555,2039
GO,5200175,çgua Fria de Goi‡s,944,1603
GO,5200209,çgua Limpa,1171,1554
GO,5200258,çguas Lindas de Goi‡s,19189,105583
GO,5200308,Alex‰nia,9500,15935
GO,5200506,Alo‰ndia,1459,1735
GO,5200555,Alto Horizonte,0,1620
GO,5200605,Alto Para’so de Goi‡s,2331,4179
GO,5200803,Alvorada do Norte,5707,6787
GO,5200829,Amaralina,0,1171
GO,5200852,Americano do Brasil,4132,4116
GO,5200902,Amorin—polis,2337,2439
GO,5201108,An‡polis,226925,280164
GO,5201207,Anhanguera,789,840
GO,5201306,Anicuns,12081,14729
GO,5201405,Aparecida de Goi‰nia,175555,335547
GO,5201454,Aparecida do Rio Doce,1210,1807
GO,5201504,Apor_,1600,2096
GO,5201603,Araçu,2619,3504
GO,5201702,Aragarças,13192,16118
GO,5201801,Aragoi‰nia,2831,4262
GO,5202155,Araguapaz,5097,4941
GO,5202353,Aren—polis,2033,2234
GO,5202502,Aruan‹,3580,3880
GO,5202601,Auril‰ndia,2830,3079
GO,5202809,Avelin—polis,1328,1671
GO,5203104,Baliza,1204,1077
GO,5203203,Barro Alto,3587,3934
GO,5203302,Bela Vista de Goi‡s,9206,12278
GO,5203401,Bom Jardim de Goi‡s,4938,5914
GO,5203500,Bom Jesus de Goi‡s,11818,14746
GO,5203559,Bonfin—polis,2743,4908
GO,5203575,Bon—polis,1201,1131
GO,5203609,Brazabrantes,1271,1723
GO,5203807,Brit‰nia,3389,4289
GO,5203906,Buriti Alegre,7347,7371
GO,5203939,Buriti de Goi‡s,1228,1698
GO,5203962,Buritin—polis,869,1651
GO,5204003,Cabeceiras,4183,4904
GO,5204102,Cachoeira Alta,4441,6081
GO,5204201,Cachoeira de Goi‡s,881,1227
GO,5204250,Cachoeira Dourada,3703,3940
GO,5204300,Caçu,8016,8092
GO,5204409,Caiap™nia,9589,10819
GO,5204508,Caldas Novas,21238,47308
GO,5204557,Caldazinha,446,1194
GO,5204607,Campestre de Goi‡s,1411,1988
GO,5204656,Campinaçu,1575,1882
GO,5204706,Campinorte,5033,7074
GO,5204805,Campo Alegre de Goi‡s,2094,2871
GO,5204854,Campo Limpo de Goi‡s,,
GO,5204904,Campos Belos,11728,14207
GO,5204953,Campos Verdes,14169,7214
GO,5205000,Carmo do Rio Verde,4759,5182
GO,5205059,Castel‰ndia,2765,3491
GO,5205109,Catal‹o,47152,57606
GO,5205208,Catura’,2489,3117
GO,5205307,Cavalcante,2001,3654
GO,5205406,Ceres,16951,18123
GO,5205455,Cezarina,2793,4385
GO,5205471,Chapad‹o do C_u,0,2818
GO,5205497,Cidade Ocidental,26655,34465
GO,5205513,Cocalzinho de Goi‡s,0,6000
GO,5205521,Colinas do Sul,1173,2249
GO,5205703,C—rrego do Ouro,1490,1609
GO,5205802,Corumb‡ de Goi‡s,3847,5597
GO,5205901,Corumba’ba,3275,4855
GO,5206206,Cristalina,17652,27569
GO,5206305,Cristian—polis,1792,2371
GO,5206404,Crix‡s,10122,11035
GO,5206503,Crom’nia,2228,2717
GO,5206602,Cumari,2112,2301
GO,5206701,Damian—polis,1083,1502
GO,5206800,Damol‰ndia,1674,1885
GO,5206909,Davin—polis,946,1294
GO,5207105,Diorama,1068,1442
GO,5207253,Doverl‰ndia,5017,5329
GO,5207352,Edealina,2161,2466
GO,5207402,Ed_ia,7127,8107
GO,5207501,Estrela do Norte,2798,2988
GO,5207535,Faina,2669,3698
GO,5207600,Fazenda Nova,3893,4623
GO,5207808,Firmin—polis,7148,7639
GO,5207907,Flores de Goi‡s,1585,2225
GO,5208004,Formosa,49659,69285
GO,5208103,Formoso,4243,4020
GO,5208152,Gameleira de Goi‡s,,
GO,5208301,Divin—polis de Goi‡s,2209,2993
GO,5208400,Goian‡polis,6102,9805
GO,5208509,Goiandira,4269,4199
GO,5208608,Goian_sia,36768,44912
GO,5208707,Goi‰nia,912189,1085806
GO,5208806,Goianira,10135,18064
GO,5208905,Goi‡s,20140,19801
GO,5209101,Goiatuba,25807,27806
GO,5209150,Gouvel‰ndia,2452,2898
GO,5209200,Guap—,8249,9916
GO,5209291,Guara’ta,1060,1479
GO,5209408,Guarani de Goi‡s,1486,1708
GO,5209457,Guarinos,1333,1325
GO,5209606,Heitora’,1940,2289
GO,5209705,Hidrol‰ndia,4665,7836
GO,5209804,Hidrolina,2859,3041
GO,5209903,Iaciara,6720,7998
GO,5209937,Inaciol‰ndia,3584,4058
GO,5209952,Indiara,6714,9453
GO,5210000,Inhumas,32722,39976
GO,5210109,Ipameri,16904,18840
GO,5210158,Ipiranga de Goi‡s,,
GO,5210208,Ipor‡,25540,28192
GO,5210307,Israel‰ndia,2450,2297
GO,5210406,Itabera’,17255,21249
GO,5210562,Itaguari,3023,3508
GO,5210604,Itaguaru,3940,4571
GO,5210802,Itaj‡,3552,4149
GO,5210901,Itapaci,8339,11950
GO,5211008,Itapirapu‹,6276,7462
GO,5211206,Itapuranga,18825,19905
GO,5211305,Itarum‹,2785,3033
GO,5211404,Itauçu,5912,6157
GO,5211503,Itumbiara,68751,77123
GO,5211602,Ivol‰ndia,1403,1535
GO,5211701,Jandaia,3524,4021
GO,5211800,Jaragu‡,15635,24673
GO,5211909,Jata’,53467,68821
GO,5212006,Jaupaci,2285,2513
GO,5212055,Jesœpolis,0,1509
GO,5212105,Jovi‰nia,5222,5978
GO,5212204,Jussara,14373,15626
GO,5212253,Lagoa Santa,,
GO,5212303,Leopoldo de Bulh›es,4103,4704
GO,5212501,Luzi‰nia,68618,130165
GO,5212600,Mairipotaba,1338,1488
GO,5212709,Mamba’,2143,3017
GO,5212808,Mara Rosa,7676,8338
GO,5212907,Marzag‹o,1123,1661
GO,5212956,Matrinch‹,2149,3254
GO,5213004,Mauril‰ndia,6462,8437
GO,5213053,Mimoso de Goi‡s,975,1186
GO,5213087,Minaçu,26112,28911
GO,5213103,Mineiros,26662,34660
GO,5213400,Moipor‡,1250,1293
GO,5213509,Monte Alegre de Goi‡s,2275,2746
GO,5213707,Montes Claros de Goi‡s,4772,4759
GO,5213756,Montividiu,3061,5410
GO,5213772,Montividiu do Norte,0,1231
GO,5213806,Morrinhos,25395,30929
GO,5213855,Morro Agudo de Goi‡s,1306,1584
GO,5213905,Moss‰medes,3574,3595
GO,5214002,Mozarl‰ndia,8212,9675
GO,5214051,Mundo Novo,4003,4829
GO,5214101,Mutun—polis,2564,2776
GO,5214408,Naz‡rio,4480,5871
GO,5214507,Ner—polis,11306,17253
GO,5214606,Niquel‰ndia,23786,26578
GO,5214705,Nova Am_rica,1118,1428
GO,5214804,Nova Aurora,1469,1663
GO,5214838,Nova Crix‡s,6327,7048
GO,5214861,Nova Gl—ria,4926,5688
GO,5214879,Nova Iguaçu de Goi‡s,0,1626
GO,5214903,Nova Roma,1287,1341
GO,5215009,Nova Veneza,3658,5354
GO,5215207,Novo Brasil,2646,2571
GO,5215231,Novo Gama,47921,73026
GO,5215256,Novo Planalto,3190,2925
GO,5215306,Orizona,5319,6382
GO,5215405,Ouro Verde de Goi‡s,2144,2565
GO,5215504,Ouvidor,2518,3384
GO,5215603,Padre Bernardo,9311,13272
GO,5215652,Palestina de Goi‡s,1649,1820
GO,5215702,Palmeiras de Goi‡s,11194,13500
GO,5215801,Palmelo,1980,2200
GO,5215900,Palmin—polis,1902,2257
GO,5216007,Panam‡,1501,1943
GO,5216304,Paranaiguara,6449,7229
GO,5216403,Paraœna,6755,7686
GO,5216452,Perol‰ndia,916,1700
GO,5216809,Petrolina de Goi‡s,5347,6437
GO,5216908,Pilar de Goi‡s,1180,1200
GO,5217104,Piracanjuba,14225,16177
GO,5217203,Piranhas,10168,10009
GO,5217302,Piren—polis,9277,12475
GO,5217401,Pires do Rio,20537,24473
GO,5217609,Planaltina,37499,70127
GO,5217708,Pontalina,11336,13382
GO,5218003,Porangatu,30704,33423
GO,5218052,Porteir‹o,1887,2436
GO,5218102,Portel‰ndia,2220,2817
GO,5218300,Posse,13265,18388
GO,5218391,Professor Jamil,1560,2177
GO,5218508,Quirin—polis,26656,30822
GO,5218607,Rialma,7943,9156
GO,5218706,Rian‡polis,3598,3730
GO,5218789,Rio Quente,462,1648
GO,5218805,Rio Verde,78873,106079
GO,5218904,Rubiataba,12594,15206
GO,5219001,Sanclerl‰ndia,4938,5765
GO,5219100,Santa B‡rbara de Goi‡s,3267,4233
GO,5219209,Santa Cruz de Goi‡s,819,1043
GO,5219258,Santa F_ de Goi‡s,1969,3112
GO,5219308,Santa Helena de Goi‡s,29404,32349
GO,5219357,Santa Isabel,1172,1255
GO,5219407,Santa Rita do Araguaia,3960,4628
GO,5219456,Santa Rita do Novo Destino,0,1043
GO,5219506,Santa Rosa de Goi‡s,2297,2297
GO,5219605,Santa Tereza de Goi‡s,4084,3920
GO,5219704,Santa Terezinha de Goi‡s,11980,8871
GO,5219712,Santo Ant™nio da Barra,2504,3291
GO,5219738,Santo Ant™nio de Goi‡s,0,2564
GO,5219753,Santo Ant™nio do Descoberto,9417,48398
GO,5219803,S‹o Domingos,3573,4434
GO,5219902,S‹o Francisco de Goi‡s,3105,4041
GO,5220009,S‹o Jo‹o d'Aliança,2503,4188
GO,5220058,S‹o Jo‹o da Paraœna,1123,1357
GO,5220108,S‹o Lu’s de Montes Belos,19218,22271
GO,5220157,S‹o Lu’z do Norte,1924,3123
GO,5220207,S‹o Miguel do Araguaia,15657,18053
GO,5220264,S‹o Miguel do Passa Quatro,815,1501
GO,5220280,S‹o Patr’cio,0,827
GO,5220405,S‹o Sim‹o,10611,13277
GO,5220454,Senador Canedo,8753,50442
GO,5220504,Serran—polis,4106,4095
GO,5220603,Silv‰nia,8208,10353
GO,5220686,Simol‰ndia,4306,5199
GO,5220702,S’tio d'Abadia,472,852
GO,5221007,Taquaral de Goi‡s,2361,2367
GO,5221080,Teresina de Goi‡s,897,1775
GO,5221197,Terez—polis de Goi‡s,2492,3616
GO,5221304,Três Ranchos,1313,2276
GO,5221403,Trindade,48927,78199
GO,5221452,Trombas,2005,2510
GO,5221502,Turv‰nia,3557,3993
GO,5221551,Turvel‰ndia,1267,2289
GO,5221577,Uirapuru,0,1405
GO,5221601,Uruaçu,28191,30119
GO,5221700,Uruana,9397,10919
GO,5221809,Uruta’,2036,2213
GO,5221858,Valpara’so de Goi‡s,51151,94856
GO,5221908,Varj‹o,1911,2219
GO,5222005,Vian—polis,5157,7723
GO,5222054,Vicentin—polis,3493,4927
GO,5222203,Vila Boa,0,2702
GO,5222302,Vila Prop’cio,0,1174
MA,2100055,Açail‰ndia,46195,64164
MA,2100105,Afonso Cunha,1589,2255
MA,2100154,çgua Doce do Maranh‹o,927,2747
MA,2100204,Alc‰ntara,3993,5665
MA,2100303,Aldeias Altas,5437,7375
MA,2100402,Altamira do Maranh‹o,2679,2894
MA,2100436,Alto Alegre do Maranh‹o,847,12997
MA,2100477,Alto Alegre do Pindar_,9118,7909
MA,2100501,Alto Parna’ba,4508,6038
MA,2100550,Amap‡ do Maranh‹o,0,3979
MA,2100600,Amarante do Maranh‹o,7344,10818
MA,2100709,Anajatuba,4361,5992
MA,2100808,Anapurus,3269,4601
MA,2100832,Apicum-Açu,0,5553
MA,2100873,Araguan‹,0,3899
MA,2100907,Araioses,7577,9134
MA,2100956,Arame,11208,11461
MA,2101004,Arari,12875,15453
MA,2101103,Axix‡,1265,1202
MA,2101202,Bacabal,63937,71408
MA,2101251,Bacabeira,0,1892
MA,2101301,Bacuri,4330,7649
MA,2101350,Bacurituba,526,1139
MA,2101400,Balsas,30633,50144
MA,2101509,Bar‹o de Grajaœ,5666,7887
MA,2101608,Barra do Corda,32587,43412
MA,2101707,Barreirinhas,7442,13209
MA,2101731,Bel‡gua,0,1829
MA,2101772,Bela Vista do Maranh‹o,2991,3464
MA,2101806,Benedito Leite,1679,2232
MA,2101905,Bequim‹o,4410,5148
MA,2101939,Bernardo do Mearim,0,1546
MA,2101970,Boa Vista do Gurupi,0,4204
MA,2102002,Bom Jardim,7686,12126
MA,2102036,Bom Jesus das Selvas,4999,7967
MA,2102077,Bom Lugar,0,1929
MA,2102101,Brejo,8452,10656
MA,2102150,Brejo de Areia,3148,2064
MA,2102200,Buriti,4900,7195
MA,2102309,Buriti Bravo,10162,14886
MA,2102325,Buriticupu,15428,26017
MA,2102358,Buritirana,0,3784
MA,2102374,Cachoeira Grande,0,2852
MA,2102408,Cajapi—,1733,2853
MA,2102507,Cajari,2951,3753
MA,2102556,Campestre do Maranh‹o,0,8591
MA,2102606,C‰ndido Mendes,1929,9156
MA,2102705,Cantanhede,6018,8526
MA,2102754,Capinzal do Norte,0,4024
MA,2102804,Carolina,12198,14362
MA,2102903,Carutapera,6918,13121
MA,2103000,Caxias,84331,103485
MA,2103109,Cedral,1626,1976
MA,2103125,Central do Maranh‹o,0,3308
MA,2103158,Centro do Guilherme,0,3401
MA,2103174,Centro Novo do Maranh‹o,3409,3127
MA,2103208,Chapadinha,28694,37231
MA,2103257,Cidel‰ndia,0,4623
MA,2103307,Cod—,57731,75093
MA,2103406,Coelho Neto,31052,34747
MA,2103505,Colinas,13587,20821
MA,2103554,Conceiç‹o do Lago-Açu,3255,5252
MA,2103604,Coroat‡,23859,33419
MA,2103703,Cururupu,17492,21468
MA,2103752,Davin—polis,0,10231
MA,2103802,Dom Pedro,10858,14037
MA,2103901,Duque Bacelar,2725,4173
MA,2104008,Esperantin—polis,6789,9823
MA,2104057,Estreito,11571,15846
MA,2104073,Feira Nova do Maranh‹o,0,1030
MA,2104081,Fernando Falc‹o,1576,731
MA,2104099,Formosa da Serra Negra,0,2189
MA,2104107,Fortaleza dos Nogueiras,2952,5925
MA,2104206,Fortuna,7923,9128
MA,2104305,Godofredo Viana,3710,4341
MA,2104404,Gonçalves Dias,6004,7527
MA,2104503,Governador Archer,4382,5858
MA,2104552,Governador Edison Lob‹o,0,3867
MA,2104602,Governador Eugênio Barros,3148,4245
MA,2104628,Governador Luiz Rocha,0,4333
MA,2104651,Governador Newton Bello,0,2678
MA,2104677,Governador Nunes Freire,3019,14102
MA,2104701,Graça Aranha,2687,2998
MA,2104800,Grajaœ,18133,26511
MA,2104909,Guimar‹es,4670,5259
MA,2105005,Humberto de Campos,3513,6240
MA,2105104,Icatu,2976,6272
MA,2105153,Igarap_ do Meio,2974,3912
MA,2105203,Igarap_ Grande,4781,6044
MA,2105302,Imperatriz,210051,218673
MA,2105351,Itaipava do Grajaœ,0,1125
MA,2105401,Itapecuru Mirim,20073,27661
MA,2105427,Itinga do Maranh‹o,0,17401
MA,2105450,Jatob‡,0,2061
MA,2105476,Jenipapo dos Vieiras,0,2177
MA,2105500,Jo‹o Lisboa,12084,15307
MA,2105609,Josel‰ndia,4333,4417
MA,2105658,Junco do Maranh‹o,0,2595
MA,2105708,Lago da Pedra,17562,24048
MA,2105807,Lago do Junco,2841,2840
MA,2105906,Lago Verde,3940,4713
MA,2105922,Lagoa do Mato,0,2695
MA,2105948,Lago dos Rodrigues,0,4480
MA,2105963,Lagoa Grande do Maranh‹o,0,2862
MA,2105989,Lajeado Novo,0,1978
MA,2106003,Lima Campos,4943,6128
MA,2106102,Loreto,3458,4840
MA,2106201,Lu’s Domingues,3941,4693
MA,2106300,Magalh‹es de Almeida,5067,6279
MA,2106326,Maracaçum_,0,12691
MA,2106359,Maraj‡ do Sena,2164,725
MA,2106375,Maranh‹ozinho,984,5114
MA,2106409,Mata Roma,3784,5235
MA,2106508,Matinha,4998,6905
MA,2106607,Mat›es,5246,9479
MA,2106631,Mat›es do Norte,0,2174
MA,2106672,Milagres do Maranh‹o,0,1399
MA,2106706,Mirador,4361,6992
MA,2106755,Miranda do Norte,11436,13611
MA,2106805,Mirinzal,5366,7812
MA,2106904,Monç‹o,7080,9002
MA,2107001,Montes Altos,2981,4825
MA,2107100,Morros,3972,4946
MA,2107209,Nina Rodrigues,1949,3363
MA,2107258,Nova Colinas,0,1637
MA,2107308,Nova Iorque,2315,2597
MA,2107357,Nova Olinda do Maranh‹o,0,9398
MA,2107407,Olho d'çgua das Cunh‹s,4344,8441
MA,2107456,Olinda Nova do Maranh‹o,0,3415
MA,2107506,Paço do Lumiar,19457,1188
MA,2107605,Palmeir‰ndia,2337,3208
MA,2107704,Paraibano,10218,12827
MA,2107803,Parnarama,7671,11007
MA,2107902,Passagem Franca,4493,7012
MA,2108009,Pastos Bons,6093,9160
MA,2108058,Paulino Neves,1739,3413
MA,2108108,Paulo Ramos,5829,8627
MA,2108207,Pedreiras,27822,31732
MA,2108256,Pedro do Ros‡rio,0,2937
MA,2108306,Penalva,8880,12624
MA,2108405,Peri Mirim,2679,3153
MA,2108454,Peritor—,5647,6527
